Date,High,Low,Open,Close,Volume,Adj Close
2020-01-01,1527.0999755859375,1505.5,1518.0,1509.5999755859375,6402372.0,1503.952880859375
2020-01-02,1540.949951171875,1512.0,1512.0,1535.300048828125,8096561.0,1529.5567626953125
2020-01-03,1541.6500244140625,1523.0,1533.0,1537.1500244140625,9593498.0,1531.39990234375
2020-01-06,1527.9000244140625,1498.0,1520.0,1501.5,11209343.0,1495.8831787109375
2020-01-07,1534.5,1513.5,1519.0,1524.5999755859375,7627191.0,1518.896728515625
2020-01-08,1534.449951171875,1510.0,1515.0,1513.1500244140625,7336561.0,1507.4896240234375
2020-01-09,1550.0,1531.25,1538.5999755859375,1548.0,6849606.0,1542.209228515625
2020-01-10,1557.949951171875,1539.6500244140625,1551.9000244140625,1547.6500244140625,5704686.0,1541.860595703125
2020-01-13,1558.699951171875,1538.4000244140625,1545.050048828125,1543.699951171875,8358090.0,1537.92529296875
2020-01-14,1550.0,1521.8499755859375,1540.0,1529.4000244140625,7230788.0,1523.6788330078125
2020-01-15,1539.9000244140625,1518.25,1535.8499755859375,1523.8499755859375,7231393.0,1518.1495361328125
2020-01-16,1543.3499755859375,1528.0,1529.0,1537.9000244140625,5873662.0,1532.1470947265625
2020-01-17,1584.949951171875,1553.199951171875,1553.5,1581.0,13469708.0,1575.0858154296875
2020-01-20,1609.0,1526.4000244140625,1609.0,1532.3499755859375,14878868.0,1526.6177978515625
2020-01-21,1545.8499755859375,1522.0,1528.5999755859375,1533.9000244140625,8650831.0,1528.1619873046875
2020-01-22,1546.75,1531.0999755859375,1544.0,1533.3499755859375,4719245.0,1527.614013671875
2020-01-23,1541.949951171875,1520.699951171875,1536.5,1526.8499755859375,5142088.0,1521.1383056640625
2020-01-24,1536.3499755859375,1518.550048828125,1527.0,1521.550048828125,6687633.0,1515.8582763671875
2020-01-27,1524.449951171875,1505.0,1514.9000244140625,1506.550048828125,6120429.0,1500.914306640625
2020-01-28,1510.0,1463.5999755859375,1508.5999755859375,1471.75,11215313.0,1466.2445068359375
2020-01-29,1494.4000244140625,1464.050048828125,1474.050048828125,1479.8499755859375,11313297.0,1474.314208984375
2020-01-30,1479.699951171875,1440.0,1479.0,1443.75,10241756.0,1438.3492431640625
2020-01-31,1453.25,1407.199951171875,1453.0,1411.6500244140625,15886673.0,1406.369384765625
2020-02-03,1399.949951171875,1363.050048828125,1369.9000244140625,1385.5,14040626.0,1380.317138671875
2020-02-04,1432.5,1397.800048828125,1400.0,1426.4000244140625,11604666.0,1421.064208984375
2020-02-05,1452.800048828125,1430.300048828125,1434.9000244140625,1448.5,8444823.0,1443.0814208984375
2020-02-06,1467.0,1440.0999755859375,1454.0999755859375,1457.800048828125,7103715.0,1452.3466796875
2020-02-07,1452.3499755859375,1428.300048828125,1451.0,1433.6500244140625,5581641.0,1428.2869873046875
2020-02-10,1445.5,1410.449951171875,1428.0,1435.5999755859375,6922631.0,1430.229736328125
2020-02-11,1466.199951171875,1445.050048828125,1447.4000244140625,1452.75,6400245.0,1447.3155517578125
2020-02-12,1474.8499755859375,1455.0,1456.1500244140625,1470.300048828125,6187091.0,1464.7999267578125
2020-02-13,1477.75,1462.5999755859375,1477.75,1474.1500244140625,6201763.0,1468.635498046875
2020-02-14,1501.449951171875,1453.0999755859375,1477.25,1487.5999755859375,9704655.0,1482.03515625
2020-02-17,1506.1500244140625,1474.300048828125,1489.0,1478.25,6011340.0,1472.72021484375
2020-02-18,1475.9000244140625,1457.4000244140625,1475.9000244140625,1467.4000244140625,5086964.0,1461.9107666015625
2020-02-19,1506.449951171875,1475.0999755859375,1479.3499755859375,1503.800048828125,6438918.0,1498.1746826171875
2020-02-20,1508.0,1483.800048828125,1497.0,1485.949951171875,7722577.0,1480.391357421875
2020-02-24,1477.0,1439.550048828125,1469.75,1444.949951171875,9769743.0,1439.544677734375
2020-02-25,1451.4000244140625,1410.0,1451.4000244140625,1416.4000244140625,12684109.0,1411.1015625
2020-02-26,1412.3499755859375,1387.3499755859375,1410.0,1392.0,13423661.0,1386.7928466796875
2020-02-27,1393.800048828125,1369.0,1388.0,1386.25,11454300.0,1381.0643310546875
2020-02-28,1357.0,1325.0,1354.9000244140625,1328.6500244140625,17973847.0,1323.6798095703125
2020-03-02,1369.0,1301.0999755859375,1355.0999755859375,1316.1500244140625,13486634.0,1311.2265625
2020-03-03,1353.9000244140625,1322.0,1329.699951171875,1342.8499755859375,12525809.0,1337.82666015625
2020-03-04,1353.800048828125,1307.9000244140625,1352.0,1339.699951171875,10105782.0,1334.6884765625
2020-03-05,1357.949951171875,1306.0,1352.199951171875,1311.1500244140625,13948324.0,1306.2452392578125
2020-03-06,1288.1500244140625,1241.0999755859375,1270.0,1271.0,15422068.0,1266.2454833984375
2020-03-09,1241.0,1095.0,1240.050048828125,1114.1500244140625,40316138.0,1109.982177734375
2020-03-11,1178.449951171875,1108.0,1108.0,1153.550048828125,27237321.0,1149.23486328125
